customer_id,total_basket_count,tenure,sale
12047721,6,58,20
11963595,6,59,20
11676361,6,62,20
12046167,7,58,20
5020421,6,114,30
11808727,6,60,20
9773099,6,94,20
8589287,7,102,30
12514691,6,53,20
12397637,7,54,20
11278435,6,67,20
10609067,6,77,20
9929941,7,91,20
10862677,6,73,20
11506915,6,64,20
9007775,6,99,20
10239271,6,85,20
8242143,8,104,30
12293365,6,55,20
4368455,6,117,30
12096175,6,58,20
9870819,8,92,20
11323053,8,67,20
11601695,6,63,20
10674153,6,76,20
12265225,7,56,20
10726947,6,75,20
11644633,6,62,20
11747715,6,61,20
11464887,7,64,20
11350983,7,66,20
10676169,7,76,20
10041717,6,89,20
12122889,7,57,20
10662967,6,76,20
11362281,6,66,20
12513403,6,53,20
8700727,7,101,30
4656841,8,115,30
10276682,6,84,20
4916331,6,114,30
10358187,6,82,20
10198251,6,86,20
5081979,6,113,30
8755019,6,101,30
4715795,7,115,30
7893347,6,105,30
10518235,7,79,20
4652165,6,115,30
4333245,6,117,30
5107291,6,113,30
10289461,6,84,20
9000705,8,99,20
1093491,7,127,30
9849399,7,92,20
222747,7,130,30
11137175,7,70,20
12237631,6,56,20
9746961,6,94,20
4200049,6,117,30
12242797,6,56,20
11770647,6,61,20
5234425,6,113,30
804951,6,129,30
9059113,6,99,20
1080611,6,127,30
4345705,7,117,30
8819265,6,101,30
8768487,8,101,30
8385629,6,103,30
9542561,6,95,20
9992451,6,89,20
8957949,6,100,30
9948771,6,90,20
10593513,7,77,20
10667489,6,76,20
11819493,6,60,20
9690293,6,94,20
11945577,6,59,20
9063649,6,99,20
5154387,6,113,30
10343431,6,82,20
9998177,6,89,20
581469,6,130,30
7978355,6,105,30
10406543,10,81,20
8434321,6,103,30
9037315,6,99,20
10556329,7,78,20
4725441,11,115,30
861917,8,129,30
9924719,7,91,20
1133391,7,127,30
9773631,6,94,20
10391619,6,81,20
9897433,12,91,20
1037407,6,127,30
9305275,7,97,20
9192379,6,98,20
10159735,6,87,20
10439835,6,80,20
11878349,6,60,20
8645959,9,102,30
11099319,7,70,20
852103,6,129,30
9406677,6,97,20
4157979,6,117,30
9689743,8,94,20
8544823,6,102,30
5072865,6,113,30
5073145,6,113,30
7935039,6,105,30
9248141,6,98,20
10604405,10,77,20
4968397,6,114,30
4838166,6,114,30
1097719,6,127,30
793205,6,129,30
9988788,11,90,20
4277105,6,117,30
238511,6,130,30
11516323,8,64,20
4826773,7,114,30
10969161,6,71,20
9754199,6,94,20
9007498,8,99,20
12017649,6,58,20
4365389,6,117,30
9887566,6,92,20
10743691,6,75,20
11136755,8,70,20
9544493,6,95,20
9477517,6,96,20
7992607,6,105,30
11441059,7,65,20
10619833,7,76,20
4956175,6,114,30
9874389,6,92,20
4819353,6,114,30
10668721,6,76,20
8142029,11,104,30
9770940,6,94,20
12048113,6,58,20
9506833,7,96,20
4759741,8,115,30
10927259,6,72,20
1037099,6,127,30
9131297,7,99,20
10059553,7,88,20
9388337,6,97,20
9683667,8,94,20
4193819,6,117,30
12257301,7,56,20
12310375,6,55,20
12116083,7,57,20
12127521,6,57,20
1081983,6,127,30
12288871,6,55,20
10246579,6,85,20
12029605,6,58,20
10403981,8,81,20
8492084,6,102,30
8666581,7,102,30
772991,7,129,30
10502611,6,79,20
11217857,6,69,20
10406767,6,81,20
10550421,6,78,20
4931115,6,114,30
11475247,6,64,20
10860815,6,73,20
10117555,8,88,20
11164447,6,69,20
8717977,6,101,30
11985085,7,59,20
10702923,7,75,20
8682448,7,101,30
10588571,7,77,20
9121119,6,99,20
11177411,7,69,20
10229289,6,85,20
12382251,6,54,20
10771411,10,74,20
10161795,6,87,20
5203807,6,113,30
12461253,6,53,20
11841333,6,60,20
10480029,6,79,20
11325111,6,67,20
12362007,6,54,20
38213,6,131,30
10654931,7,76,20
11637157,6,62,20
11595829,6,63,20
813911,6,129,30
11973997,7,59,20
11800663,7,61,20
11908757,6,59,20
10716909,6,75,20
10980655,6,71,20
9461277,11,96,20
12192173,8,57,20
11747673,9,61,20
870471,6,129,30
46753,6,131,30
11364456,6,66,20
4676455,6,115,30
8285845,6,104,30
9081527,6,99,20
12316171,6,55,20
12029703,7,58,20
765233,6,129,30
11425519,6,65,20
4897641,6,114,30
5244519,7,113,30
8992615,6,99,20
11812367,6,60,20
11555327,6,63,20
12233543,6,56,20
5302367,6,113,30
11603843,6,63,20
10845415,6,73,20
10603103,6,77,20
10738721,6,75,20
11733967,7,61,20
8440075,6,103,30
10140123,8,87,20
4696377,6,115,30
10396407,6,81,20
10557603,6,78,20
11611607,6,63,20
9143043,12,98,20
5030781,7,114,30
11550259,6,63,20
806673,6,129,30
11591825,7,63,20
11175997,6,69,20
12213943,6,56,20
10238711,6,85,20
9726765,6,94,20
10307409,6,83,20
12213663,6,56,20
10757915,6,74,20
1117291,6,127,30
12513963,6,53,20
4325061,6,117,30
11106963,6,70,20
10187999,7,86,20
10605791,6,77,20
10506013,6,79,20
11622555,6,63,20
9887367,7,92,20
12231303,6,56,20
12131609,6,57,20
10781673,6,74,20
11134193,7,70,20
11843755,6,60,20
8333171,7,103,30
11942203,6,59,20
11862425,6,60,20
8733921,6,101,30
10254461,6,85,20
9578863,6,95,20
12042107,7,58,20
11192363,8,69,20
10519355,7,79,20
5002431,6,114,30
9362367,6,97,20
10661177,6,76,20
11114952,7,70,20
11150510,6,69,20
9853585,6,92,20
10896991,6,72,20
10257611,6,84,20
12256349,6,56,20
4188975,6,117,30
4164465,6,117,30
10199343,6,86,20
5152763,6,113,30
4194113,6,117,30
10464531,6,80,20
11173967,6,69,20
9238601,6,98,20
4810407,8,115,30
10030839,8,89,20
8317309,6,104,30
10891321,6,72,20
4773167,9,115,30
9683933,6,94,20
4319592,6,117,30
10928365,6,72,20
4319231,6,117,30
9819803,7,93,20
10203459,6,86,20
10524885,8,78,20
9284142,8,98,20
12479201,6,53,20
472185,6,130,30
8908996,6,100,30
10506195,6,79,20
11525549,6,64,20
4171601,6,117,30
10686949,6,75,20
413449,6,130,30
4643359,6,115,30
380975,6,130,30
10326757,9,83,20
10691723,6,75,20
99813,7,131,30
9529009,7,96,20
9913183,6,91,20
11327463,6,67,20
4375441,6,117,30
10872183,6,73,20
10906245,7,72,20
11017307,6,71,20
10260369,7,84,20
10519271,7,79,20
11067133,6,70,20
9424387,6,96,20
7881853,7,105,30
11151553,6,69,20
11865357,6,60,20
9005003,6,99,20
5135669,6,113,30
12277853,6,56,20
5008451,7,114,30
9914592,6,91,20
8417619,6,103,30
10341821,6,82,20
9544325,6,95,20
10634337,6,76,20
4160177,7,117,30
10150105,8,87,20
5079504,6,113,30
10062087,6,88,20
10080441,6,88,20
823963,10,129,30
9411101,8,97,20
8719557,8,101,30
9513301,6,96,20
8327165,6,103,30
436849,6,130,30
10848761,7,73,20
8779323,6,101,30
5008083,6,114,30
9807777,6,93,20
10231291,6,85,20
120393,6,130,30
12112933,7,57,20
8487073,6,103,30
12297971,7,55,20
10537737,7,78,20
5041631,6,114,30
9991009,7,90,20
12099297,8,58,20
11248223,6,68,20
10309070,7,83,20
7950075,6,105,30
8064722,6,105,30
9575699,7,95,20
10210445,8,86,20
9188343,6,98,20
4309277,6,117,30
9264436,6,98,20
10595655,7,77,20
9837303,6,93,20
5027295,7,114,30
9693495,7,94,20
9321137,6,97,20
10811269,6,74,20
10017623,7,89,20
9522177,6,96,20
10287403,6,84,20
12079067,6,58,20
8416429,6,103,30
12210233,7,56,20
9079733,6,99,20
4261593,6,117,30
8842197,6,100,30
9152773,6,98,20
9317287,6,97,20
4841375,6,114,30
11690609,6,62,20
881001,6,129,30
1121659,8,127,30
10498299,6,79,20
12055841,6,58,20
12221665,6,56,20
10206021,6,86,20
10196683,6,86,20
10678115,6,76,20
9055389,6,99,20
11038307,7,71,20
10097549,6,88,20
9101953,6,99,20
11047925,8,70,20
1047767,7,127,30
880173,6,129,30
8895117,6,100,30
8556541,7,102,30
7988799,6,105,30
8262681,6,104,30
635677,7,130,30
11836601,6,60,20
11059503,6,70,20
1043973,7,127,30
12338781,6,55,20
10360133,6,82,20
1069537,10,127,30
11445637,6,65,20
10143301,6,87,20
9930187,6,91,20
12368769,9,54,20
12021905,9,58,20
10984281,6,71,20
11597985,6,63,20
4179763,6,117,30
10606127,6,77,20
11456095,6,64,20
8039969,6,105,30
83027,6,131,30
9900527,6,91,20
11131197,6,70,20
10877025,7,73,20
9770677,9,94,20
11997405,6,59,20
5081965,6,113,30
11239025,8,68,20
10786727,7,74,20
10321465,6,83,20
11281529,6,67,20
4774511,6,115,30
9475459,6,96,20
12258351,6,56,20
9014019,8,99,20
10755115,6,74,20
10202661,7,86,20
10717609,7,75,20
11976881,11,59,20
11955433,6,59,20
11421011,6,65,20
8940587,6,100,30
10460275,6,80,20
9451407,7,96,20
12202813,7,56,20
10084781,6,88,20
10997203,6,71,20
10779657,6,74,20
10562545,6,78,20
11663617,6,62,20
8267875,7,104,30
11780195,7,61,20
11352033,8,66,20
11501144,7,64,20
11498235,6,64,20
10945277,6,72,20
11616549,6,63,20
10617635,6,77,20
9452415,6,96,20
857437,8,129,30
9108071,6,99,20
9307557,6,97,20
12082049,8,58,20
11623549,7,63,20
11845615,6,60,20
9601865,6,95,20
11971309,6,59,20
11354721,6,66,20
415317,6,130,30
10127089,6,87,20
10520993,8,79,20
5018867,8,114,30
10054650,7,88,20
11711189,6,62,20
1081507,6,127,30
12325747,7,55,20
4752419,7,115,30
10443825,6,80,20
11419737,6,65,20
10793741,7,74,20
11768169,7,61,20
9854313,6,92,20
11937541,6,59,20
9766323,6,94,20
11709999,6,62,20
11035255,6,71,20
10284029,6,84,20
11082813,6,70,20
12467354,6,53,20
11110911,7,70,20
12240991,6,56,20
10790003,6,74,20
10198713,6,86,20
11960921,6,59,20
5015185,6,114,30
11867863,7,60,20
10875389,6,73,20
11839975,6,60,20
12222234,6,56,20
4692485,6,115,30
10380321,6,82,20
11187519,6,69,20
11523173,6,64,20
9749663,6,94,20
8949605,6,100,30
8323693,6,104,30
446187,6,130,30
9133089,6,99,20
4325167,6,117,30
11650770,6,62,20
4742269,7,115,30
11914777,6,59,20
193333,9,130,30
739739,6,129,30
11014899,9,71,20
365043,12,130,30
5001493,6,114,30
9246601,8,98,20
10568761,6,78,20
8227555,6,104,30
4157755,6,117,30
11992617,7,59,20
9322103,6,97,20
47145,6,131,30
33621,6,131,30
7990605,6,105,30
821457,6,129,30
9441887,6,96,20
10999639,6,71,20
10645943,6,76,20
11742311,6,61,20
852495,6,129,30
9996567,6,89,20
10265227,6,84,20
10907085,6,72,20
11875269,7,60,20
9438177,7,96,20
10021255,6,89,20
432607,6,130,30
9854295,6,92,20
10311931,6,83,20
9786147,6,93,20
11316935,6,67,20
8929067,6,100,30
5022101,6,114,30
7898303,6,105,30
4635393,6,115,30
8838571,8,100,30
9894787,6,91,20
10205363,6,86,20
10874563,7,73,20
8512721,6,102,30
9537507,8,96,20
9943507,6,91,20
501711,6,130,30
9690765,6,94,20
4932669,7,114,30
11083387,6,70,20
9089829,6,99,20
10806943,6,74,20
9838927,7,93,20
1030071,7,127,30
5005847,7,114,30
8943235,6,100,30
8835113,6,100,30
301472,8,130,30
5035471,7,114,30
5025923,6,114,30
4903311,6,114,30
824881,6,129,30
9499133,6,96,20
223293,7,130,30
5145048,6,113,30
9801365,6,93,20
536879,6,130,30
11227391,6,68,20
4639901,7,115,30
7992775,6,105,30
856765,6,129,30
10887499,6,72,20
12438321,6,53,20
10108413,6,88,20
5039937,6,114,30
10098557,6,88,20
8962093,7,99,20
9375611,7,97,20
10185665,6,86,20
8733123,6,101,30
11067427,8,70,20
11035731,6,71,20
12099843,6,58,20
10473001,6,80,20
7976507,7,105,30
4321611,6,117,30
12209953,6,56,20
10681811,7,75,20
11865399,6,60,20
862729,8,129,30
9695273,7,94,20
8875083,14,100,30
9410191,6,97,20
4722207,6,115,30
11389455,7,65,20
9385327,6,97,20
8758533,8,101,30
10035291,6,89,20
10167773,6,86,20
10512271,6,79,20
9334815,6,97,20
10384535,6,82,20
10998225,12,71,20
5303151,6,113,30
8353877,6,103,30
5228531,6,113,30
10146479,11,87,20
10123296,6,87,20
12153745,6,57,20
10976203,7,71,20
11115111,6,70,20
11226047,6,68,20
9920519,6,91,20
10721202,9,75,20
10239229,7,85,20
11669567,6,62,20
11529133,6,64,20
9371411,6,97,20
4650905,6,115,30
12398407,6,54,20
11768323,6,61,20
12356043,6,54,20
11594009,6,63,20
10391297,7,81,20
11001669,6,71,20
10626651,7,76,20
11765075,6,61,20
12454323,7,53,20
11528811,6,64,20
11916135,7,59,20
11572211,8,63,20
11964351,9,59,20
9817423,6,93,20
12274647,6,56,20
8819769,6,101,30
5200111,7,113,30
10204117,6,86,20
11674565,7,62,20
1050875,6,127,30
1072071,6,127,30
11656155,6,62,20
12175093,6,57,20
10305239,6,83,20
10317783,6,83,20
11839961,6,60,20
4889913,6,114,30
11724853,6,61,20
11986261,6,59,20
12152287,7,57,20
11608485,7,63,20
10669547,6,76,20
10287977,7,84,20
11454807,7,64,20
12291475,6,55,20
4290951,6,117,30
11504381,6,64,20
12321057,8,55,20
10026933,6,89,20
12511177,8,53,20
1036497,6,127,30
10842013,7,73,20
11592945,6,63,20
9783557,6,93,20
10551919,8,78,20
7942585,6,105,30
9982875,7,90,20
11116371,6,70,20
9714663,6,94,20
10280137,6,84,20
10776927,6,74,20
8048383,8,105,30
12311887,6,55,20
5066537,7,114,30
10807756,7,74,20
11345369,7,66,20
9832781,6,93,20
11197095,6,69,20
11319525,6,67,20
8818565,6,101,30
9669130,6,95,20
9447977,6,96,20
11819199,6,60,20
10897901,6,72,20
1127791,6,127,30
11193431,6,69,20
9448649,6,96,20
4988865,7,114,30
8612135,7,102,30
12388313,6,54,20
10602751,6,77,20
9157519,7,98,20
11305567,6,67,20
10715229,6,75,20
12073887,6,58,20
11713597,7,62,20
8260987,6,104,30
9825627,6,93,20
12394809,6,54,20
10706297,6,75,20
4956021,8,114,30
1073065,8,127,30
11825891,6,60,20
12237575,6,56,20
11021563,6,71,20
841239,6,129,30
5148815,7,113,30
5130181,6,113,30
11281921,6,67,20
10192371,7,86,20
237573,6,130,30
10609767,6,77,20
9079805,6,99,20
1070405,6,127,30
7873999,6,105,30
12280205,6,56,20
12313147,6,55,20
12382741,9,54,20
11591797,6,63,20
11205817,6,69,20
11271967,6,68,20
4978813,6,114,30
10387111,6,82,20
1063966,6,127,30
10871959,6,73,20
10749823,6,74,20
4848599,6,114,30
11312567,6,67,20
11916303,6,59,20
11558491,6,63,20
10777459,7,74,20
8621711,6,102,30
9796409,6,93,20
10972703,6,71,20
10711155,7,75,20
10890313,7,72,20
12314855,6,55,20
12492492,6,53,20
11250897,6,68,20
12289207,8,55,20
10796345,14,74,20
10878763,6,73,20
12330171,6,55,20
4292673,6,117,30
9730008,7,94,20
9810563,7,93,20
9463881,6,96,20
10288663,6,84,20
10941945,7,72,20
12506515,6,53,20
10771257,6,74,20
8273811,6,104,30
11822419,6,60,20
5015563,7,114,30
9129673,6,99,20
11564623,7,63,20
9038911,6,99,20
11047183,6,70,20
11315885,6,67,20
11243365,6,68,20
11469717,6,64,20
12414778,7,54,20
8786015,7,101,30
12172503,7,57,20
10727311,7,75,20
11052181,6,70,20
8119853,6,104,30
11069779,7,70,20
9237221,7,98,20
11005379,7,71,20
9327367,6,97,20
4794195,7,115,30
4685737,6,115,30
10228309,6,85,20
7995295,8,105,30
5065431,7,114,30
8634101,7,102,30
8805296,6,101,30
10276063,6,84,20
533239,7,130,30
9110759,6,99,20
10246845,6,85,20
10308579,6,83,20
9827573,7,93,20
8336139,7,103,30
10444819,6,80,20
9260847,10,98,20
12008619,7,59,20
4295879,6,117,30
4769975,6,115,30
4253333,6,117,30
5165594,6,113,30
9055809,6,99,20
10248973,6,85,20
10787805,6,74,20
12012441,6,58,20
179837,8,130,30
12029241,6,58,20
8892919,7,100,30
186963,6,130,30
9841111,6,93,20
4297055,8,117,30
10431759,6,81,20
8327123,6,103,30
10583601,6,77,20
8473381,6,103,30
4257197,6,117,30
4883389,6,114,30
5290467,7,113,30
1044127,6,127,30
857199,6,129,30
10039967,6,89,20
10165169,6,87,20
11695495,6,62,20
4679185,6,115,30
9008669,7,99,20
8783439,6,101,30
5236791,6,113,30
1080891,7,127,30
9387819,6,97,20
10217767,6,85,20
10112487,7,88,20
5288339,6,113,30
10973277,6,71,20
11072985,7,70,20
9997183,6,89,20
4915841,6,114,30
8257011,10,104,30
11933397,6,59,20
12294443,7,55,20
4862501,6,114,30
9824829,6,93,20
9477013,6,96,20
10615137,8,77,20
8990093,9,99,20
9817843,6,93,20
1067395,6,127,30
9860650,6,92,20
8809815,6,101,30
1069929,6,127,30
9849231,6,92,20
1032507,6,127,30
8927373,7,100,30
8411165,6,103,30
868945,6,129,30
10437777,6,80,20
1107931,6,127,30
12238849,7,56,20
10442201,6,80,20
4931969,6,114,30
9521701,7,96,20
8219631,6,104,30
4805241,6,115,30
8202691,6,104,30
866383,6,129,30
4648256,6,115,30
11279695,7,67,20
4222757,7,117,30
9163217,7,98,20
4825779,6,114,30
5183092,6,113,30
10277379,6,84,20
9401651,6,97,20
4792697,6,115,30
12199495,6,56,20
8420755,6,103,30
9423253,6,96,20
9372781,6,97,20
8835939,6,100,30
9143729,6,98,20
11078221,6,70,20
4225095,6,117,30
8569183,6,102,30
820897,7,129,30
9550163,7,95,20
10147305,6,87,20
10613645,6,77,20
11392619,6,65,20
9762389,6,94,20
12038029,7,58,20
12232605,6,56,20
4187505,6,117,30
11380971,7,66,20
10156237,6,87,20
12397931,6,54,20
12107795,6,57,20
9975791,6,90,20
11427339,7,65,20
11720989,7,61,20
1053563,8,127,30
12302045,6,55,20
10712569,6,75,20
11374839,6,66,20
7886851,6,105,30
12498437,6,53,20
12059859,9,58,20
12062365,6,58,20
9350187,7,97,20
1054501,6,127,30
12058025,6,58,20
1069565,6,127,30
1106189,8,127,30
874895,6,129,30
864619,6,129,30
11187897,6,69,20
11511017,6,64,20
730401,8,129,30
9550387,6,95,20
12371233,6,54,20
10102645,7,88,20
11716705,6,62,20
5155815,8,113,30
12405211,7,54,20
10268905,6,84,20
327621,6,130,30
8265901,6,104,30
10122343,6,87,20
12041771,6,58,20
12066663,7,58,20
12144111,6,57,20
12485165,6,53,20
11309655,7,67,20
10433983,6,81,20
878969,8,129,30
11643261,6,62,20
12196107,6,56,20
11442221,8,65,20
815913,6,129,30
10550169,6,78,20
649327,6,130,30
12431601,6,53,20
12153864,8,57,20
12106927,6,57,20
11500180,6,64,20
11257197,6,68,20
12470633,6,53,20
8781717,7,101,30
11491095,6,64,20
1063727,7,127,30
846951,7,129,30
5004167,6,114,30
558397,7,130,30
451451,6,130,30
11101797,7,70,20
8356327,7,103,30
11207665,6,69,20
4712813,7,115,30
10276293,6,84,20
10657493,7,76,20
625541,7,130,30
12345137,9,55,20
4269475,7,117,30
11487315,6,64,20
10895507,6,72,20
11711581,6,62,20
9601963,6,95,20
9336607,6,97,20
11603655,6,63,20
11465993,6,64,20
11072033,7,70,20
8209257,6,104,30
12425315,6,54,20
5032307,7,114,30
11993633,6,59,20
11558659,10,63,20
4319511,7,117,30
9687811,6,94,20
11985383,7,59,20
12288759,6,55,20
11666837,6,62,20
10308837,7,83,20
11965149,7,59,20
11808825,6,60,20
12173077,7,57,20
10749417,8,74,20
11803351,6,61,20
11469045,6,64,20
11277791,6,67,20
12490835,6,53,20
11190291,6,69,20
10817611,6,74,20
11702383,6,62,20
11611985,6,63,20
10992709,6,71,20
4643079,6,115,30
12051389,6,58,20
10220091,6,85,20
12126238,6,57,20
11072663,6,70,20
842317,7,129,30
12353411,7,54,20
9846585,6,92,20
12469107,6,53,20
12213747,7,56,20
10302397,6,83,20
5035751,7,114,30
5091205,7,113,30
11934223,7,59,20
12424405,6,54,20
12165629,6,57,20
9150841,6,98,20
12381509,7,54,20
11899293,6,60,20
9204755,6,98,20
11187356,6,69,20
10461031,9,80,20
8468453,6,103,30
4770927,6,115,30
10669449,6,76,20
10524689,6,78,20
10722037,6,75,20
9317245,8,97,20
11413157,6,65,20
10305673,6,83,20
10368281,7,82,20
11681467,6,62,20
10111339,6,88,20
8059009,6,105,30
10293367,6,84,20
10314744,6,83,20
9986179,6,90,20
11245661,7,68,20
11358795,6,66,20
11890277,6,60,20
12408478,6,54,20
11575529,8,63,20
10891405,6,72,20
8909327,6,100,30
9752785,6,94,20
11531331,6,64,20
11654993,6,62,20
11154423,7,69,20
11494777,6,64,20
11677701,6,62,20
9873115,6,92,20
5038215,6,114,30
12189107,6,57,20
11703685,6,62,20
9106951,7,99,20
10819431,6,73,20
10703861,7,75,20
12466461,7,53,20
4731122,6,115,30
1034131,7,127,30
261513,7,130,30
9446928,7,96,20
11410662,6,65,20
10097412,8,88,20
9021845,6,99,20
8071427,7,105,30
159145,6,130,30
9354443,6,97,20
9837247,6,93,20
1092777,6,127,30
11536889,7,64,20
4296159,6,117,30
8101135,7,105,30
12147723,6,57,20
5107179,6,113,30
7869239,6,105,30
11201961,6,69,20
10180723,6,86,20
12242769,6,56,20
834211,6,129,30
9778223,6,93,20
11015417,6,71,20
10350179,6,82,20
10967985,8,71,20
9095555,6,99,20
1085651,6,127,30
5025321,7,114,30
141491,6,130,30
11126367,6,70,20
879501,7,129,30
11081581,6,70,20
8799427,6,101,30
10514091,6,79,20
10294753,6,83,20
9327493,6,97,20
10209885,6,86,20
5222347,6,113,30
10151281,6,87,20
8136555,6,104,30
4958014,6,114,30
11249063,7,68,20
10219279,6,85,20
10179491,6,86,20
4193651,6,117,30
8005725,7,105,30
11317820,6,67,20
11498389,6,64,20
9869811,6,92,20
5121585,7,113,30
9986515,6,90,20
10582691,10,77,20
11603291,6,63,20
9741543,6,94,20
10391829,7,81,20
8488417,7,103,30
852537,6,129,30
9956415,6,90,20
9968931,6,90,20
12368335,6,54,20
12077737,6,58,20
8528049,7,102,30
8780513,7,101,30
11629653,6,62,20
593971,6,130,30
4784465,6,115,30
4828327,6,114,30
11925753,7,59,20
255451,6,130,30
9000859,6,99,20
243481,7,130,30
9182957,6,98,20
8629285,6,102,30
11354693,6,66,20
8640048,6,102,30
11448437,8,64,20
9979977,7,90,20
10176593,7,86,20
9220281,7,98,20
8780849,6,101,30
11018203,6,71,20
11594247,6,63,20
10904649,6,72,20
11672311,6,62,20
8437695,6,103,30
7982303,7,105,30
9665173,7,95,20
5095587,6,113,30
10200463,6,86,20
4656547,9,115,30
9238019,7,98,20
8543283,7,102,30
10022955,6,89,20
11767245,6,61,20
10998826,7,71,20
9236773,7,98,20
9688805,6,94,20
4936463,6,114,30
5227719,6,113,30
9946769,6,90,20
12425959,6,54,20
12301219,6,55,20
4867233,8,114,30
1087877,6,127,30
9282539,6,98,20
12211633,6,56,20
11997265,6,59,20
12147583,8,57,20
10685633,7,75,20
11366831,6,66,20
12466517,6,53,20
11568319,7,63,20
11379739,6,66,20
11779369,7,61,20
8103599,6,105,30
11633979,6,62,20
11021591,6,71,20
9631559,6,95,20
11531989,8,64,20
10145499,6,87,20
12190003,6,57,20
881279,6,129,30
8774089,6,101,30
1061417,6,127,30
10914505,6,72,20
9577071,7,95,20
4356849,7,117,30
11141521,6,69,20
10779573,6,74,20
11293037,6,67,20
11311839,6,67,20
12052775,6,58,20
9941631,11,91,20
12162647,9,57,20
11595199,8,63,20
11869851,6,60,20
11823245,6,60,20
12446833,7,53,20
4837511,8,114,30
12196583,6,56,20
8598247,6,102,30
10559829,7,78,20
11727219,6,61,20
9883587,7,92,20
10598259,6,77,20
9866744,6,92,20
11295403,9,67,20
12448401,6,53,20
10490529,6,79,20
9489375,6,96,20
11965457,6,59,20
678993,8,130,30
9475186,7,96,20
5089609,7,113,30
8223467,7,104,30
11989271,6,59,20
11538443,6,63,20
11547991,7,63,20
10573213,6,77,20
11706033,7,62,20
12410853,6,54,20
8508087,6,102,30
4347105,6,117,30
9845521,6,92,20
8585661,6,102,30
10802071,7,74,20
11770493,6,61,20
11504787,6,64,20
4176235,6,117,30
11449221,6,64,20
11406913,6,65,20
11466301,6,64,20
10696525,9,75,20
158893,7,130,30
8048201,7,105,30
11431525,8,65,20
838467,10,129,30
12203653,6,56,20
12495656,6,53,20
11201636,6,69,20
10114713,6,88,20
11717909,6,62,20
12332691,6,55,20
11455857,7,64,20
11192021,6,69,20
11994031,6,59,20
11596693,6,63,20
5056219,6,114,30
11264743,7,68,20
11185867,6,69,20
9422147,6,96,20
10543296,6,78,20
12231681,7,56,20
10403225,6,81,20
5190073,6,113,30
8589567,6,102,30
11388599,7,65,20
10836007,6,73,20
11998924,6,59,20
